"IUCN","IUCN Category","SPEC","Species","COU","Country","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ENDANGERED_IND","Number of endangered indigenous species","FISH_TOT","Fish","ISR","Israel","NBR","Number","0","Units",,,0,,
"ENDANGERED_IND","Number of endangered indigenous species","FRESHW_F","Freshwater Fish","ISR","Israel","NBR","Number","0","Units",,,0,,
"CRITICAL_IND","Number of critically endangered indigenous species","FISH_TOT","Fish","ISR","Israel","NBR","Number","0","Units",,,6,,
"CRITICAL_IND","Number of critically endangered indigenous species","FRESHW_F","Freshwater Fish","ISR","Israel","NBR","Number","0","Units",,,6,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FISH_TOT","Fish","ISR","Israel","NBR","Number","0","Units",,,0,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FRESHW_F","Freshwater Fish","ISR","Israel","NBR","Number","0","Units",,,0,,
"THREATENED_IND","Total number of indigenous threatened species","FISH_TOT","Fish","ISR","Israel","NBR","Number","0","Units",,,6,,
"THREATENED_IND","Total number of indigenous threatened species","FRESHW_F","Freshwater Fish","ISR","Israel","NBR","Number","0","Units",,,6,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FISH_TOT","Fish","ISR","Israel","PC","Percentage","0","Units",,,18.75,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FRESHW_F","Freshwater Fish","ISR","Israel","PC","Percentage","0","Units",,,18.75,,
"TOT_KNOWN","Total number of known species","FISH_TOT","Fish","LVA","Latvia","NBR","Number","0","Units",,,87,,
"TOT_KNOWN","Total number of known species","MARINE_F","Marine Fish","LVA","Latvia","NBR","Number","0","Units",,,42,,
"TOT_KNOWN","Total number of known species","FRESHW_F","Freshwater Fish","LVA","Latvia","NBR","Number","0","Units",,,45,,
"TOT_KNOWN_IND","Total number of indigenous known species","FISH_TOT","Fish","LVA","Latvia","NBR","Number","0","Units",,,72,,
"TOT_KNOWN_IND","Total number of indigenous known species","MARINE_F","Marine Fish","LVA","Latvia","NBR","Number","0","Units",,,27,,
"TOT_KNOWN_IND","Total number of indigenous known species","FRESHW_F","Freshwater Fish","LVA","Latvia","NBR","Number","0","Units",,,45,,
"ENDANGERED","Number of endangered species","FISH_TOT","Fish","LVA","Latvia","NBR","Number","0","Units",,,0,,
"ENDANGERED","Number of endangered species","MARINE_F","Marine Fish","LVA","Latvia","NBR","Number","0","Units",,,0,,
"ENDANGERED","Number of endangered species","FRESHW_F","Freshwater Fish","LVA","Latvia","NBR","Number","0","Units",,,0,,
"CRITICAL","Number of critically endangered species","FISH_TOT","Fish","LVA","Latvia","NBR","Number","0","Units",,,1,,
"CRITICAL","Number of critically endangered species","MARINE_F","Marine Fish","LVA","Latvia","NBR","Number","0","Units",,,1,,
"VULNERABLE","Number of vulnerable species","FISH_TOT","Fish","LVA","Latvia","NBR","Number","0","Units",,,1,,
"VULNERABLE","Number of vulnerable species","FRESHW_F","Freshwater Fish","LVA","Latvia","NBR","Number","0","Units",,,1,,
"THREATENED","Total number of threatened species","FISH_TOT","Fish","LVA","Latvia","NBR","Number","0","Units",,,2,,
"THREATENED","Total number of threatened species","MARINE_F","Marine Fish","LVA","Latvia","NBR","Number","0","Units",,,1,,
"THREATENED","Total number of threatened species","FRESHW_F","Freshwater Fish","LVA","Latvia","NBR","Number","0","Units",,,1,,
"ENDANGERED_IND","Number of endangered indigenous species","FISH_TOT","Fish","LVA","Latvia","NBR","Number","0","Units",,,0,,
"ENDANGERED_IND","Number of endangered indigenous species","MARINE_F","Marine Fish","LVA","Latvia","NBR","Number","0","Units",,,0,,
"ENDANGERED_IND","Number of endangered indigenous species","FRESHW_F","Freshwater Fish","LVA","Latvia","NBR","Number","0","Units",,,0,,
"CRITICAL_IND","Number of critically endangered indigenous species","FISH_TOT","Fish","LVA","Latvia","NBR","Number","0","Units",,,1,,
"CRITICAL_IND","Number of critically endangered indigenous species","MARINE_F","Marine Fish","LVA","Latvia","NBR","Number","0","Units",,,1,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FISH_TOT","Fish","LVA","Latvia","NBR","Number","0","Units",,,1,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FRESHW_F","Freshwater Fish","LVA","Latvia","NBR","Number","0","Units",,,1,,
"THREATENED_IND","Total number of indigenous threatened species","FISH_TOT","Fish","LVA","Latvia","NBR","Number","0","Units",,,2,,
"THREATENED_IND","Total number of indigenous threatened species","MARINE_F","Marine Fish","LVA","Latvia","NBR","Number","0","Units",,,1,,
"THREATENED_IND","Total number of indigenous threatened species","FRESHW_F","Freshwater Fish","LVA","Latvia","NBR","Number","0","Units",,,1,,
"THREAT_PERCENT","Threatened species as % of known species","FISH_TOT","Fish","LVA","Latvia","PC","Percentage","0","Units",,,2.299,,
"THREAT_PERCENT","Threatened species as % of known species","MARINE_F","Marine Fish","LVA","Latvia","PC","Percentage","0","Units",,,2.381,,
"THREAT_PERCENT","Threatened species as % of known species","FRESHW_F","Freshwater Fish","LVA","Latvia","PC","Percentage","0","Units",,,2.222,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FISH_TOT","Fish","LVA","Latvia","PC","Percentage","0","Units",,,2.778,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","MARINE_F","Marine Fish","LVA","Latvia","PC","Percentage","0","Units",,,3.704,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FRESHW_F","Freshwater Fish","LVA","Latvia","PC","Percentage","0","Units",,,2.222,,
"ENDANGERED","Number of endangered species","FISH_TOT","Fish","BRA","Brazil","NBR","Number","0","Units",,,126,,
"ENDANGERED","Number of endangered species","MARINE_F","Marine Fish","BRA","Brazil","NBR","Number","0","Units",,,14,,
"ENDANGERED","Number of endangered species","FRESHW_F","Freshwater Fish","BRA","Brazil","NBR","Number","0","Units",,,112,,
"CRITICAL","Number of critically endangered species","FISH_TOT","Fish","BRA","Brazil","NBR","Number","0","Units",,,135,,
"CRITICAL","Number of critically endangered species","MARINE_F","Marine Fish","BRA","Brazil","NBR","Number","0","Units",,,34,,
"CRITICAL","Number of critically endangered species","FRESHW_F","Freshwater Fish","BRA","Brazil","NBR","Number","0","Units",,,101,,
"VULNERABLE","Number of vulnerable species","FISH_TOT","Fish","BRA","Brazil","NBR","Number","0","Units",,,148,,
"VULNERABLE","Number of vulnerable species","MARINE_F","Marine Fish","BRA","Brazil","NBR","Number","0","Units",,,50,,
"VULNERABLE","Number of vulnerable species","FRESHW_F","Freshwater Fish","BRA","Brazil","NBR","Number","0","Units",,,98,,
"THREATENED","Total number of threatened species","FISH_TOT","Fish","BRA","Brazil","NBR","Number","0","Units",,,409,,
"THREATENED","Total number of threatened species","MARINE_F","Marine Fish","BRA","Brazil","NBR","Number","0","Units",,,98,,
"THREATENED","Total number of threatened species","FRESHW_F","Freshwater Fish","BRA","Brazil","NBR","Number","0","Units",,,311,,
"ENDANGERED_IND","Number of endangered indigenous species","FISH_TOT","Fish","KOR","Korea","NBR","Number","0","Units",,,13,,
"CRITICAL_IND","Number of critically endangered indigenous species","FISH_TOT","Fish","KOR","Korea","NBR","Number","0","Units",,,4,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FISH_TOT","Fish","KOR","Korea","NBR","Number","0","Units",,,9,,
"THREATENED_IND","Total number of indigenous threatened species","FISH_TOT","Fish","KOR","Korea","NBR","Number","0","Units",,,26,,
"TOT_KNOWN","Total number of known species","MARINE_F","Marine Fish","SWE","Sweden","NBR","Number","0","Units",,,100,,
"TOT_KNOWN","Total number of known species","FRESHW_F","Freshwater Fish","SWE","Sweden","NBR","Number","0","Units",,,42,,
"TOT_KNOWN_IND","Total number of indigenous known species","MARINE_F","Marine Fish","SWE","Sweden","NBR","Number","0","Units",,,100,,
"TOT_KNOWN_IND","Total number of indigenous known species","FRESHW_F","Freshwater Fish","SWE","Sweden","NBR","Number","0","Units",,,42,,
"ENDANGERED","Number of endangered species","MARINE_F","Marine Fish","SWE","Sweden","NBR","Number","0","Units",,,6,,
"ENDANGERED","Number of endangered species","FRESHW_F","Freshwater Fish","SWE","Sweden","NBR","Number","0","Units",,,1,,
"CRITICAL","Number of critically endangered species","MARINE_F","Marine Fish","SWE","Sweden","NBR","Number","0","Units",,,6,,
"VULNERABLE","Number of vulnerable species","MARINE_F","Marine Fish","SWE","Sweden","NBR","Number","0","Units",,,7,,
"VULNERABLE","Number of vulnerable species","FRESHW_F","Freshwater Fish","SWE","Sweden","NBR","Number","0","Units",,,1,,
"THREATENED","Total number of threatened species","MARINE_F","Marine Fish","SWE","Sweden","NBR","Number","0","Units",,,19,,
"THREATENED","Total number of threatened species","FRESHW_F","Freshwater Fish","SWE","Sweden","NBR","Number","0","Units",,,2,,
"ENDANGERED_IND","Number of endangered indigenous species","MARINE_F","Marine Fish","SWE","Sweden","NBR","Number","0","Units",,,6,,
"ENDANGERED_IND","Number of endangered indigenous species","FRESHW_F","Freshwater Fish","SWE","Sweden","NBR","Number","0","Units",,,1,,
"CRITICAL_IND","Number of critically endangered indigenous species","MARINE_F","Marine Fish","SWE","Sweden","NBR","Number","0","Units",,,6,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MARINE_F","Marine Fish","SWE","Sweden","NBR","Number","0","Units",,,7,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FRESHW_F","Freshwater Fish","SWE","Sweden","NBR","Number","0","Units",,,1,,
"THREATENED_IND","Total number of indigenous threatened species","MARINE_F","Marine Fish","SWE","Sweden","NBR","Number","0","Units",,,19,,
"THREATENED_IND","Total number of indigenous threatened species","FRESHW_F","Freshwater Fish","SWE","Sweden","NBR","Number","0","Units",,,2,,
"THREAT_PERCENT","Threatened species as % of known species","MARINE_F","Marine Fish","SWE","Sweden","PC","Percentage","0","Units",,,19,,
"THREAT_PERCENT","Threatened species as % of known species","FRESHW_F","Freshwater Fish","SWE","Sweden","PC","Percentage","0","Units",,,4.762,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","MARINE_F","Marine Fish","SWE","Sweden","PC","Percentage","0","Units",,,19,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FRESHW_F","Freshwater Fish","SWE","Sweden","PC","Percentage","0","Units",,,4.762,,
"TOT_KNOWN","Total number of known species","MARINE_F","Marine Fish","CRI","Costa Rica","NBR","Number","0","Units",,,1458,,
"TOT_KNOWN","Total number of known species","FRESHW_F","Freshwater Fish","CRI","Costa Rica","NBR","Number","0","Units",,,271,,
"ENDANGERED","Number of endangered species","MARINE_F","Marine Fish","CRI","Costa Rica","NBR","Number","0","Units",,,2,,
"CRITICAL","Number of critically endangered species","MARINE_F","Marine Fish","CRI","Costa Rica","NBR","Number","0","Units",,,2,,
"VULNERABLE","Number of vulnerable species","FRESHW_F","Freshwater Fish","CRI","Costa Rica","NBR","Number","0","Units",,,1,,
"THREATENED","Total number of threatened species","MARINE_F","Marine Fish","CRI","Costa Rica","NBR","Number","0","Units",,,4,,
"THREATENED","Total number of threatened species","FRESHW_F","Freshwater Fish","CRI","Costa Rica","NBR","Number","0","Units",,,1,,
"THREAT_PERCENT","Threatened species as % of known species","MARINE_F","Marine Fish","CRI","Costa Rica","PC","Percentage","0","Units",,,0.274,,
"THREAT_PERCENT","Threatened species as % of known species","FRESHW_F","Freshwater Fish","CRI","Costa Rica","PC","Percentage","0","Units",,,0.369,,
"TOT_KNOWN","Total number of known species","FISH_TOT","Fish","LTU","Lithuania","NBR","Number","0","Units",,,105,,
"TOT_KNOWN","Total number of known species","MARINE_F","Marine Fish","LTU","Lithuania","NBR","Number","0","Units",,,51,,
"TOT_KNOWN","Total number of known species","FRESHW_F","Freshwater Fish","LTU","Lithuania","NBR","Number","0","Units",,,54,,
"TOT_KNOWN_IND","Total number of indigenous known species","FISH_TOT","Fish","LTU","Lithuania","NBR","Number","0","Units",,,85,,
"TOT_KNOWN_IND","Total number of indigenous known species","MARINE_F","Marine Fish","LTU","Lithuania","NBR","Number","0","Units",,,49,,
"TOT_KNOWN_IND","Total number of indigenous known species","FRESHW_F","Freshwater Fish","LTU","Lithuania","NBR","Number","0","Units",,,36,,
"ENDANGERED","Number of endangered species","FISH_TOT","Fish","LTU","Lithuania","NBR","Number","0","Units",,,1,,
"ENDANGERED","Number of endangered species","MARINE_F","Marine Fish","LTU","Lithuania","NBR","Number","0","Units",,,1,,
"ENDANGERED","Number of endangered species","FRESHW_F","Freshwater Fish","LTU","Lithuania","NBR","Number","0","Units",,,0,,
"VULNERABLE","Number of vulnerable species","FISH_TOT","Fish","LTU","Lithuania","NBR","Number","0","Units",,,0,,
"VULNERABLE","Number of vulnerable species","MARINE_F","Marine Fish","LTU","Lithuania","NBR","Number","0","Units",,,0,,
"VULNERABLE","Number of vulnerable species","FRESHW_F","Freshwater Fish","LTU","Lithuania","NBR","Number","0","Units",,,0,,
"THREATENED","Total number of threatened species","FISH_TOT","Fish","LTU","Lithuania","NBR","Number","0","Units",,,1,,
"THREATENED","Total number of threatened species","MARINE_F","Marine Fish","LTU","Lithuania","NBR","Number","0","Units",,,1,,
"ENDANGERED_IND","Number of endangered indigenous species","FISH_TOT","Fish","LTU","Lithuania","NBR","Number","0","Units",,,1,,
"ENDANGERED_IND","Number of endangered indigenous species","MARINE_F","Marine Fish","LTU","Lithuania","NBR","Number","0","Units",,,1,,
"ENDANGERED_IND","Number of endangered indigenous species","FRESHW_F","Freshwater Fish","LTU","Lithuania","NBR","Number","0","Units",,,0,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FISH_TOT","Fish","LTU","Lithuania","NBR","Number","0","Units",,,0,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MARINE_F","Marine Fish","LTU","Lithuania","NBR","Number","0","Units",,,0,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FRESHW_F","Freshwater Fish","LTU","Lithuania","NBR","Number","0","Units",,,0,,
"THREATENED_IND","Total number of indigenous threatened species","FISH_TOT","Fish","LTU","Lithuania","NBR","Number","0","Units",,,1,,
"THREATENED_IND","Total number of indigenous threatened species","MARINE_F","Marine Fish","LTU","Lithuania","NBR","Number","0","Units",,,1,,
"THREAT_PERCENT","Threatened species as % of known species","FISH_TOT","Fish","LTU","Lithuania","PC","Percentage","0","Units",,,0.952,,
"THREAT_PERCENT","Threatened species as % of known species","MARINE_F","Marine Fish","LTU","Lithuania","PC","Percentage","0","Units",,,1.961,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FISH_TOT","Fish","LTU","Lithuania","PC","Percentage","0","Units",,,1.176,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","MARINE_F","Marine Fish","LTU","Lithuania","PC","Percentage","0","Units",,,2.041,,
"ENDANGERED_IND","Number of endangered indigenous species","FISH_TOT","Fish","AUS","Australia","NBR","Number","0","Units",,,16,,
"ENDANGERED_IND","Number of endangered indigenous species","MARINE_F","Marine Fish","AUS","Australia","NBR","Number","0","Units",,,2,,
"ENDANGERED_IND","Number of endangered indigenous species","FRESHW_F","Freshwater Fish","AUS","Australia","NBR","Number","0","Units",,,14,,
"CRITICAL_IND","Number of critically endangered indigenous species","FISH_TOT","Fish","AUS","Australia","NBR","Number","0","Units",,,8,,
"CRITICAL_IND","Number of critically endangered indigenous species","MARINE_F","Marine Fish","AUS","Australia","NBR","Number","0","Units",,,3,,
"CRITICAL_IND","Number of critically endangered indigenous species","FRESHW_F","Freshwater Fish","AUS","Australia","NBR","Number","0","Units",,,5,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FISH_TOT","Fish","AUS","Australia","NBR","Number","0","Units",,,24,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MARINE_F","Marine Fish","AUS","Australia","NBR","Number","0","Units",,,8,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FRESHW_F","Freshwater Fish","AUS","Australia","NBR","Number","0","Units",,,16,,
"THREATENED_IND","Total number of indigenous threatened species","FISH_TOT","Fish","AUS","Australia","NBR","Number","0","Units",,,48,,
"THREATENED_IND","Total number of indigenous threatened species","MARINE_F","Marine Fish","AUS","Australia","NBR","Number","0","Units",,,13,,
"THREATENED_IND","Total number of indigenous threatened species","FRESHW_F","Freshwater Fish","AUS","Australia","NBR","Number","0","Units",,,35,,
"ENDANGERED","Number of endangered species","FISH_TOT","Fish","FRA","France","NBR","Number","0","Units",,,2,,
"CRITICAL","Number of critically endangered species","FISH_TOT","Fish","FRA","France","NBR","Number","0","Units",,,4,,
"VULNERABLE","Number of vulnerable species","FISH_TOT","Fish","FRA","France","NBR","Number","0","Units",,,9,,
"THREATENED","Total number of threatened species","FISH_TOT","Fish","FRA","France","NBR","Number","0","Units",,,15,,
"THREAT_PERCENT","Threatened species as % of known species","FISH_TOT","Fish","FRA","France","PC","Percentage","0","Units",,,23.077,,
"ENDANGERED","Number of endangered species","MARINE_F","Marine Fish","IRL","Ireland","NBR","Number","0","Units",,,5,,
"CRITICAL","Number of critically endangered species","MARINE_F","Marine Fish","IRL","Ireland","NBR","Number","0","Units",,,6,,
"VULNERABLE","Number of vulnerable species","MARINE_F","Marine Fish","IRL","Ireland","NBR","Number","0","Units",,,6,,
"THREATENED","Total number of threatened species","MARINE_F","Marine Fish","IRL","Ireland","NBR","Number","0","Units",,,17,,
"ENDANGERED_IND","Number of endangered indigenous species","MARINE_F","Marine Fish","IRL","Ireland","NBR","Number","0","Units",,,5,,
"CRITICAL_IND","Number of critically endangered indigenous species","MARINE_F","Marine Fish","IRL","Ireland","NBR","Number","0","Units",,,6,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MARINE_F","Marine Fish","IRL","Ireland","NBR","Number","0","Units",,,6,,
"THREATENED_IND","Total number of indigenous threatened species","MARINE_F","Marine Fish","IRL","Ireland","NBR","Number","0","Units",,,17,,
"THREAT_PERCENT","Threatened species as % of known species","MARINE_F","Marine Fish","IRL","Ireland","PC","Percentage","0","Units",,,4.521,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","MARINE_F","Marine Fish","IRL","Ireland","PC","Percentage","0","Units",,,4.521,,
